benchmark,file,mode,baseline_mode,qor,cuts_used,candidate_cuts,cpu_time,post_ml_time,qor_baseline,cuts_used_baseline,candidate_cuts_baseline,cpu_time_baseline,post_ml_time_baseline,qor_delta_vs_baseline,cuts_used_delta_vs_baseline,candidate_cuts_delta_vs_baseline,candidate_cuts_ratio_vs_baseline,cpu_time_delta_vs_baseline,cpu_time_ratio_vs_baseline,post_ml_time_delta_vs_baseline,post_ml_time_ratio_vs_baseline
pdc.wiremap_area.blif,/home/ayush/abc/blif/pdc.wiremap_area.blif,0,0,9407.0,9329,147355,186562.0,78386.0,9407.0,9329,147355,186562.0,78386.0,,,,,,,,
pdc.wiremap_area.blif,/home/ayush/abc/blif/pdc.wiremap_area.blif,1,0,9407.0,9329,68828,265934.0,94999.0,9407.0,9329,147355,186562.0,78386.0,0.0,0,-78527,0.46708968138169726,79372.0,1.4254456963368747,16613.0,1.2119383563391422
pdc.wiremap_area.blif,/home/ayush/abc/blif/pdc.wiremap_area.blif,2,0,9407.0,9329,53058,237695.0,85060.0,9407.0,9329,147355,186562.0,78386.0,0.0,0,-94297,0.3600692205897323,51133.0,1.274080466547314,6674.0,1.085142755083816
pdc.wiremap_area.blif,/home/ayush/abc/blif/pdc.wiremap_area.blif,3,0,9407.0,9329,36363,252784.0,87503.0,9407.0,9329,147355,186562.0,78386.0,0.0,0,-110992,0.24677140239557532,66222.0,1.3549597452857496,9117.0,1.1163090347766182
pdc.wiremap_depth.blif,/home/ayush/abc/blif/pdc.wiremap_depth.blif,0,0,10206.0,10141,145338,167549.0,75835.0,10206.0,10141,145338,167549.0,75835.0,,,,,,,,
pdc.wiremap_depth.blif,/home/ayush/abc/blif/pdc.wiremap_depth.blif,1,0,10206.0,10141,72798,207645.0,78502.0,10206.0,10141,145338,167549.0,75835.0,0.0,0,-72540,0.5008875861784254,40096.0,1.239309097637109,2667.0,1.0351684578360916
pdc.wiremap_depth.blif,/home/ayush/abc/blif/pdc.wiremap_depth.blif,2,0,10206.0,10141,56564,208859.0,76751.0,10206.0,10141,145338,167549.0,75835.0,0.0,0,-88774,0.3891893379570381,41310.0,1.2465547392106189,916.0,1.0120788554097713
pdc.wiremap_depth.blif,/home/ayush/abc/blif/pdc.wiremap_depth.blif,3,0,10206.0,10141,39289,179698.0,65894.0,10206.0,10141,145338,167549.0,75835.0,0.0,0,-106049,0.27032847569114754,12149.0,1.072510131364556,-9941.0,0.8689127711478869
ph-decod.blif,/home/ayush/abc/blif/ph-decod.blif,0,0,718.0,661,5562,7027.0,2861.0,718.0,661,5562,7027.0,2861.0,,,,,,,,
ph-decod.blif,/home/ayush/abc/blif/ph-decod.blif,1,0,718.0,661,3660,8343.0,2915.0,718.0,661,5562,7027.0,2861.0,0.0,0,-1902,0.6580366774541532,1316.0,1.1872776433755514,54.0,1.0188745193988116
ph-decod.blif,/home/ayush/abc/blif/ph-decod.blif,2,0,718.0,661,3007,8327.0,2773.0,718.0,661,5562,7027.0,2861.0,0.0,0,-2555,0.5406328658755843,1300.0,1.1850007115411982,-88.0,0.9692415239426774
ph-decod.blif,/home/ayush/abc/blif/ph-decod.blif,3,0,718.0,661,2243,8036.0,2780.0,718.0,661,5562,7027.0,2861.0,0.0,0,-3319,0.403272204243078,1009.0,1.1435890138038993,-81.0,0.9716882209017826
picosoc_stratix10_arch_timing.blif,/home/ayush/abc/blif/picosoc_stratix10_arch_timing.blif,0,0,,,,,,,,,,,,,,,,,,
picosoc_stratix10_arch_timing.blif,/home/ayush/abc/blif/picosoc_stratix10_arch_timing.blif,1,0,,,,,,,,,,,,,,,,,,
picosoc_stratix10_arch_timing.blif,/home/ayush/abc/blif/picosoc_stratix10_arch_timing.blif,2,0,,,,,,,,,,,,,,,,,,
picosoc_stratix10_arch_timing.blif,/home/ayush/abc/blif/picosoc_stratix10_arch_timing.blif,3,0,,,,,,,,,,,,,,,,,,
planet.blif,/home/ayush/abc/blif/planet.blif,0,0,602.0,588,3767,4177.0,2041.0,602.0,588,3767,4177.0,2041.0,,,,,,,,
planet.blif,/home/ayush/abc/blif/planet.blif,1,0,602.0,588,2824,5562.0,2555.0,602.0,588,3767,4177.0,2041.0,0.0,0,-943,0.7496681709583223,1385.0,1.3315776873354082,514.0,1.2518373346398823
planet.blif,/home/ayush/abc/blif/planet.blif,2,0,602.0,588,2418,4441.0,1891.0,602.0,588,3767,4177.0,2041.0,0.0,0,-1349,0.6418900982213963,264.0,1.0632032559253053,-150.0,0.9265066144047036
planet.blif,/home/ayush/abc/blif/planet.blif,3,0,602.0,588,1881,5488.0,2335.0,602.0,588,3767,4177.0,2041.0,0.0,0,-1886,0.49933634191664455,1311.0,1.3138616231745273,294.0,1.144047035766781
planet1.blif,/home/ayush/abc/blif/planet1.blif,0,0,603.0,591,3770,5060.0,2491.0,603.0,591,3770,5060.0,2491.0,,,,,,,,
planet1.blif,/home/ayush/abc/blif/planet1.blif,1,0,603.0,591,2827,6421.0,2728.0,603.0,591,3770,5060.0,2491.0,0.0,0,-943,0.749867374005305,1361.0,1.2689723320158102,237.0,1.0951425130469692
planet1.blif,/home/ayush/abc/blif/planet1.blif,2,0,603.0,591,2421,5279.0,2265.0,603.0,591,3770,5060.0,2491.0,0.0,0,-1349,0.6421750663129974,219.0,1.0432806324110673,-226.0,0.909273384183059
planet1.blif,/home/ayush/abc/blif/planet1.blif,3,0,603.0,591,1884,4608.0,1929.0,603.0,591,3770,5060.0,2491.0,0.0,0,-1886,0.4997347480106101,-452.0,0.9106719367588932,-562.0,0.774387796065837
pm1.blif,/home/ayush/abc/blif/pm1.blif,0,0,52.0,43,154,320.0,145.0,52.0,43,154,320.0,145.0,,,,,,,,
pm1.blif,/home/ayush/abc/blif/pm1.blif,1,0,52.0,43,143,466.0,190.0,52.0,43,154,320.0,145.0,0.0,0,-11,0.9285714285714286,146.0,1.45625,45.0,1.3103448275862069
pm1.blif,/home/ayush/abc/blif/pm1.blif,2,0,52.0,43,135,535.0,213.0,52.0,43,154,320.0,145.0,0.0,0,-19,0.8766233766233766,215.0,1.671875,68.0,1.4689655172413794
pm1.blif,/home/ayush/abc/blif/pm1.blif,3,0,52.0,43,115,435.0,177.0,52.0,43,154,320.0,145.0,0.0,0,-39,0.7467532467532467,115.0,1.359375,32.0,1.2206896551724138
pma.blif,/home/ayush/abc/blif/pma.blif,0,0,238.0,228,1370,1669.0,811.0,238.0,228,1370,1669.0,811.0,,,,,,,,
pma.blif,/home/ayush/abc/blif/pma.blif,1,0,238.0,228,1020,1794.0,752.0,238.0,228,1370,1669.0,811.0,0.0,0,-350,0.7445255474452555,125.0,1.0748951467944876,-59.0,0.9272503082614056
pma.blif,/home/ayush/abc/blif/pma.blif,2,0,238.0,228,882,1935.0,785.0,238.0,228,1370,1669.0,811.0,0.0,0,-488,0.6437956204379562,266.0,1.15937687237867,-26.0,0.967940813810111
pma.blif,/home/ayush/abc/blif/pma.blif,3,0,238.0,228,692,1836.0,764.0,238.0,228,1370,1669.0,811.0,0.0,0,-678,0.5051094890510949,167.0,1.1000599161174356,-47.0,0.9420468557336621
radar20_stratix10_arch_timing.blif,/home/ayush/abc/blif/radar20_stratix10_arch_timing.blif,0,0,,,,,,,,,,,,,,,,,,
radar20_stratix10_arch_timing.blif,/home/ayush/abc/blif/radar20_stratix10_arch_timing.blif,1,0,,,,,,,,,,,,,,,,,,
radar20_stratix10_arch_timing.blif,/home/ayush/abc/blif/radar20_stratix10_arch_timing.blif,2,0,,,,,,,,,,,,,,,,,,
radar20_stratix10_arch_timing.blif,/home/ayush/abc/blif/radar20_stratix10_arch_timing.blif,3,0,,,,,,,,,,,,,,,,,,
rca_1bit.blif,/home/ayush/abc/blif/rca_1bit.blif,0,0,11.0,10,38,191.0,52.0,11.0,10,38,191.0,52.0,,,,,,,,
rca_1bit.blif,/home/ayush/abc/blif/rca_1bit.blif,1,0,11.0,10,36,202.0,56.0,11.0,10,38,191.0,52.0,0.0,0,-2,0.9473684210526315,11.0,1.057591623036649,4.0,1.0769230769230769
rca_1bit.blif,/home/ayush/abc/blif/rca_1bit.blif,2,0,11.0,10,33,216.0,59.0,11.0,10,38,191.0,52.0,0.0,0,-5,0.868421052631579,25.0,1.130890052356021,7.0,1.1346153846153846
rca_1bit.blif,/home/ayush/abc/blif/rca_1bit.blif,3,0,11.0,10,29,211.0,59.0,11.0,10,38,191.0,52.0,0.0,0,-9,0.7631578947368421,20.0,1.1047120418848169,7.0,1.1346153846153846
rca_2bit.blif,/home/ayush/abc/blif/rca_2bit.blif,0,0,22.0,20,127,286.0,95.0,22.0,20,127,286.0,95.0,,,,,,,,
rca_2bit.blif,/home/ayush/abc/blif/rca_2bit.blif,1,0,22.0,20,82,401.0,120.0,22.0,20,127,286.0,95.0,0.0,0,-45,0.6456692913385826,115.0,1.402097902097902,25.0,1.263157894736842
rca_2bit.blif,/home/ayush/abc/blif/rca_2bit.blif,2,0,22.0,20,70,372.0,100.0,22.0,20,127,286.0,95.0,0.0,0,-57,0.5511811023622047,86.0,1.3006993006993006,5.0,1.0526315789473684
rca_2bit.blif,/home/ayush/abc/blif/rca_2bit.blif,3,0,22.0,20,58,346.0,102.0,22.0,20,127,286.0,95.0,0.0,0,-69,0.4566929133858268,60.0,1.2097902097902098,7.0,1.0736842105263158
rca_3bit.blif,/home/ayush/abc/blif/rca_3bit.blif,0,0,34.0,30,279,514.0,180.0,34.0,30,279,514.0,180.0,,,,,,,,
rca_3bit.blif,/home/ayush/abc/blif/rca_3bit.blif,1,0,34.0,30,242,673.0,179.0,34.0,30,279,514.0,180.0,0.0,0,-37,0.8673835125448028,159.0,1.3093385214007782,-1.0,0.9944444444444445
rca_3bit.blif,/home/ayush/abc/blif/rca_3bit.blif,2,0,34.0,30,189,474.0,138.0,34.0,30,279,514.0,180.0,0.0,0,-90,0.6774193548387096,-40.0,0.9221789883268483,-42.0,0.7666666666666667
rca_3bit.blif,/home/ayush/abc/blif/rca_3bit.blif,3,0,34.0,30,133,479.0,137.0,34.0,30,279,514.0,180.0,0.0,0,-146,0.4767025089605735,-35.0,0.9319066147859922,-43.0,0.7611111111111111
rca_4bit.blif,/home/ayush/abc/blif/rca_4bit.blif,0,0,46.0,40,403,526.0,171.0,46.0,40,403,526.0,171.0,,,,,,,,
rca_4bit.blif,/home/ayush/abc/blif/rca_4bit.blif,1,0,46.0,40,345,619.0,175.0,46.0,40,403,526.0,171.0,0.0,0,-58,0.8560794044665012,93.0,1.1768060836501901,4.0,1.023391812865497
rca_4bit.blif,/home/ayush/abc/blif/rca_4bit.blif,2,0,46.0,40,267,756.0,214.0,46.0,40,403,526.0,171.0,0.0,0,-136,0.6625310173697271,230.0,1.4372623574144487,43.0,1.2514619883040936
rca_4bit.blif,/home/ayush/abc/blif/rca_4bit.blif,3,0,46.0,40,185,605.0,165.0,46.0,40,403,526.0,171.0,0.0,0,-218,0.45905707196029777,79.0,1.150190114068441,-6.0,0.9649122807017544
rca_5bit.blif,/home/ayush/abc/blif/rca_5bit.blif,0,0,53.0,49,422,700.0,277.0,53.0,49,422,700.0,277.0,,,,,,,,
rca_5bit.blif,/home/ayush/abc/blif/rca_5bit.blif,1,0,53.0,49,304,871.0,280.0,53.0,49,422,700.0,277.0,0.0,0,-118,0.7203791469194313,171.0,1.2442857142857142,3.0,1.0108303249097472
rca_5bit.blif,/home/ayush/abc/blif/rca_5bit.blif,2,0,53.0,49,252,672.0,198.0,53.0,49,422,700.0,277.0,0.0,0,-170,0.5971563981042654,-28.0,0.96,-79.0,0.7148014440433214
rca_5bit.blif,/home/ayush/abc/blif/rca_5bit.blif,3,0,53.0,49,182,666.0,196.0,53.0,49,422,700.0,277.0,0.0,0,-240,0.4312796208530806,-34.0,0.9514285714285714,-81.0,0.7075812274368231
rd53.blif,/home/ayush/abc/blif/rd53.blif,0,0,49.0,46,344,560.0,212.0,49.0,46,344,560.0,212.0,,,,,,,,
rd53.blif,/home/ayush/abc/blif/rd53.blif,1,0,49.0,46,214,596.0,202.0,49.0,46,344,560.0,212.0,0.0,0,-130,0.622093023255814,36.0,1.0642857142857143,-10.0,0.9528301886792453
rd53.blif,/home/ayush/abc/blif/rd53.blif,2,0,49.0,46,186,624.0,211.0,49.0,46,344,560.0,212.0,0.0,0,-158,0.5406976744186046,64.0,1.1142857142857143,-1.0,0.9952830188679245
rd53.blif,/home/ayush/abc/blif/rd53.blif,3,0,49.0,46,150,675.0,228.0,49.0,46,344,560.0,212.0,0.0,0,-194,0.436046511627907,115.0,1.2053571428571428,16.0,1.0754716981132075
rd73.blif,/home/ayush/abc/blif/rd73.blif,0,0,176.0,167,1342,2328.0,1018.0,176.0,167,1342,2328.0,1018.0,,,,,,,,
rd73.blif,/home/ayush/abc/blif/rd73.blif,1,0,176.0,167,850,2372.0,900.0,176.0,167,1342,2328.0,1018.0,0.0,0,-492,0.6333830104321908,44.0,1.0189003436426116,-118.0,0.8840864440078585
rd73.blif,/home/ayush/abc/blif/rd73.blif,2,0,176.0,167,712,1986.0,735.0,176.0,167,1342,2328.0,1018.0,0.0,0,-630,0.5305514157973175,-342.0,0.8530927835051546,-283.0,0.7220039292730844
rd73.blif,/home/ayush/abc/blif/rd73.blif,3,0,176.0,167,546,2183.0,816.0,176.0,167,1342,2328.0,1018.0,0.0,0,-796,0.4068554396423249,-145.0,0.9377147766323024,-202.0,0.8015717092337917
rd84.blif,/home/ayush/abc/blif/rd84.blif,0,0,385.0,374,2925,3809.0,1833.0,385.0,374,2925,3809.0,1833.0,,,,,,,,
rd84.blif,/home/ayush/abc/blif/rd84.blif,1,0,385.0,374,1934,4910.0,1966.0,385.0,374,2925,3809.0,1833.0,0.0,0,-991,0.6611965811965812,1101.0,1.289052244683644,133.0,1.072558647026732
rd84.blif,/home/ayush/abc/blif/rd84.blif,2,0,385.0,374,1625,3975.0,1703.0,385.0,374,2925,3809.0,1833.0,0.0,0,-1300,0.5555555555555556,166.0,1.0435809923864532,-130.0,0.9290780141843972
rd84.blif,/home/ayush/abc/blif/rd84.blif,3,0,385.0,374,1236,4540.0,2091.0,385.0,374,2925,3809.0,1833.0,0.0,0,-1689,0.42256410256410254,731.0,1.1919138881596218,258.0,1.1407528641571194
reg_4x32.blif,/home/ayush/abc/blif/reg_4x32.blif,0,0,160.0,0,0,145.0,41.0,160.0,0,0,145.0,41.0,,,,,,,,
reg_4x32.blif,/home/ayush/abc/blif/reg_4x32.blif,1,0,160.0,0,0,167.0,33.0,160.0,0,0,145.0,41.0,0.0,0,0,,22.0,1.1517241379310346,-8.0,0.8048780487804879
reg_4x32.blif,/home/ayush/abc/blif/reg_4x32.blif,2,0,160.0,0,0,169.0,32.0,160.0,0,0,145.0,41.0,0.0,0,0,,24.0,1.1655172413793105,-9.0,0.7804878048780488
reg_4x32.blif,/home/ayush/abc/blif/reg_4x32.blif,3,0,160.0,0,0,167.0,34.0,160.0,0,0,145.0,41.0,0.0,0,0,,22.0,1.1517241379310346,-7.0,0.8292682926829268
rot.blif,/home/ayush/abc/blif/rot.blif,0,0,796.0,699,5089,8545.0,3788.0,796.0,699,5089,8545.0,3788.0,,,,,,,,
rot.blif,/home/ayush/abc/blif/rot.blif,1,0,796.0,699,3454,7231.0,2844.0,796.0,699,5089,8545.0,3788.0,0.0,0,-1635,0.6787188052662606,-1314.0,0.8462258630778233,-944.0,0.750791974656811
rot.blif,/home/ayush/abc/blif/rot.blif,2,0,796.0,699,2908,6664.0,2551.0,796.0,699,5089,8545.0,3788.0,0.0,0,-2181,0.5714285714285714,-1881.0,0.7798712697483908,-1237.0,0.6734424498416051
rot.blif,/home/ayush/abc/blif/rot.blif,3,0,796.0,699,2223,6826.0,2620.0,796.0,699,5089,8545.0,3788.0,0.0,0,-2866,0.43682452348202006,-1719.0,0.7988297249853715,-1168.0,0.6916578669482577
s1.blif,/home/ayush/abc/blif/s1.blif,0,0,531.0,498,4690,5398.0,2290.0,531.0,498,4690,5398.0,2290.0,,,,,,,,
s1.blif,/home/ayush/abc/blif/s1.blif,1,0,531.0,498,2730,5780.0,1791.0,531.0,498,4690,5398.0,2290.0,0.0,0,-1960,0.582089552238806,382.0,1.0707669507224897,-499.0,0.7820960698689956
s1.blif,/home/ayush/abc/blif/s1.blif,2,0,531.0,498,2232,7100.0,2670.0,531.0,498,4690,5398.0,2290.0,0.0,0,-2458,0.4759061833688699,1702.0,1.3153019636902556,380.0,1.165938864628821
s1.blif,/home/ayush/abc/blif/s1.blif,3,0,531.0,498,1677,5947.0,1732.0,531.0,498,4690,5398.0,2290.0,0.0,0,-3013,0.3575692963752665,549.0,1.1017043349388662,-558.0,0.7563318777292577
s1196.blif,/home/ayush/abc/blif/s1196.blif,0,0,738.0,703,5545,6815.0,3005.0,738.0,703,5545,6815.0,3005.0,,,,,,,,
s1196.blif,/home/ayush/abc/blif/s1196.blif,1,0,738.0,703,3574,8853.0,3407.0,738.0,703,5545,6815.0,3005.0,0.0,0,-1971,0.6445446348061317,2038.0,1.299046221570066,402.0,1.1337770382695507
s1196.blif,/home/ayush/abc/blif/s1196.blif,2,0,738.0,703,2958,9151.0,3278.0,738.0,703,5545,6815.0,3005.0,0.0,0,-2587,0.533453561767358,2336.0,1.3427732942039619,273.0,1.090848585690516
s1196.blif,/home/ayush/abc/blif/s1196.blif,3,0,738.0,703,2221,6546.0,2452.0,738.0,703,5545,6815.0,3005.0,0.0,0,-3324,0.4005410279531109,-269.0,0.9605282465150403,-553.0,0.8159733777038269
s1238.blif,/home/ayush/abc/blif/s1238.blif,0,0,782.0,749,5759,6539.0,3027.0,782.0,749,5759,6539.0,3027.0,,,,,,,,
s1238.blif,/home/ayush/abc/blif/s1238.blif,1,0,782.0,749,3749,8069.0,2997.0,782.0,749,5759,6539.0,3027.0,0.0,0,-2010,0.6509810731029693,1530.0,1.2339807309986237,-30.0,0.9900891972249752
s1238.blif,/home/ayush/abc/blif/s1238.blif,2,0,782.0,749,3138,7091.0,2602.0,782.0,749,5759,6539.0,3027.0,0.0,0,-2621,0.5448862649765585,552.0,1.084416577458327,-425.0,0.859596960687149
s1238.blif,/home/ayush/abc/blif/s1238.blif,3,0,782.0,749,2397,8237.0,3064.0,782.0,749,5759,6539.0,3027.0,0.0,0,-3362,0.41621809341899635,1698.0,1.2596727328337667,37.0,1.0122233234225306
s1423.blif,/home/ayush/abc/blif/s1423.blif,0,0,790.0,713,5326,5118.0,2180.0,790.0,713,5326,5118.0,2180.0,,,,,,,,
s1423.blif,/home/ayush/abc/blif/s1423.blif,1,0,790.0,713,3927,8056.0,2649.0,790.0,713,5326,5118.0,2180.0,0.0,0,-1399,0.7373263236950808,2938.0,1.5740523642047675,469.0,1.215137614678899
s1423.blif,/home/ayush/abc/blif/s1423.blif,2,0,790.0,713,3358,6444.0,2397.0,790.0,713,5326,5118.0,2180.0,0.0,0,-1968,0.6304919263987984,1326.0,1.2590855803048067,217.0,1.0995412844036698
s1423.blif,/home/ayush/abc/blif/s1423.blif,3,0,790.0,713,2546,6361.0,2324.0,790.0,713,5326,5118.0,2180.0,0.0,0,-2780,0.4780322944048066,1243.0,1.2428683079327862,144.0,1.0660550458715596
s1488.blif,/home/ayush/abc/blif/s1488.blif,0,0,655.0,639,3948,5128.0,2635.0,655.0,639,3948,5128.0,2635.0,,,,,,,,
s1488.blif,/home/ayush/abc/blif/s1488.blif,1,0,655.0,639,2986,6535.0,2958.0,655.0,639,3948,5128.0,2635.0,0.0,0,-962,0.7563323201621074,1407.0,1.2743759750390016,323.0,1.1225806451612903
s1488.blif,/home/ayush/abc/blif/s1488.blif,2,0,655.0,639,2567,6145.0,2729.0,655.0,639,3948,5128.0,2635.0,0.0,0,-1381,0.6502026342451874,1017.0,1.1983229329173166,94.0,1.035673624288425
s1488.blif,/home/ayush/abc/blif/s1488.blif,3,0,655.0,639,2033,5305.0,2323.0,655.0,639,3948,5128.0,2635.0,0.0,0,-1915,0.5149442755825735,177.0,1.0345163806552262,-312.0,0.8815939278937381
s1494.blif,/home/ayush/abc/blif/s1494.blif,0,0,654.0,640,4136,4748.0,2319.0,654.0,640,4136,4748.0,2319.0,,,,,,,,
s1494.blif,/home/ayush/abc/blif/s1494.blif,1,0,654.0,640,3098,5501.0,2445.0,654.0,640,4136,4748.0,2319.0,0.0,0,-1038,0.7490328820116054,753.0,1.1585930918281382,126.0,1.054333764553687
s1494.blif,/home/ayush/abc/blif/s1494.blif,2,0,654.0,640,2653,7118.0,3089.0,654.0,640,4136,4748.0,2319.0,0.0,0,-1483,0.6414410058027079,2370.0,1.4991575400168493,770.0,1.3320396722725312
s1494.blif,/home/ayush/abc/blif/s1494.blif,3,0,654.0,640,2049,6747.0,2991.0,654.0,640,4136,4748.0,2319.0,0.0,0,-2087,0.4954061895551257,1999.0,1.4210193765796124,672.0,1.2897800776196637
s208.1.blif,/home/ayush/abc/blif/s208.1.blif,0,0,83.0,77,431,833.0,370.0,83.0,77,431,833.0,370.0,,,,,,,,
s208.1.blif,/home/ayush/abc/blif/s208.1.blif,1,0,83.0,77,340,971.0,386.0,83.0,77,431,833.0,370.0,0.0,0,-91,0.7888631090487239,138.0,1.1656662665066027,16.0,1.0432432432432432
s208.1.blif,/home/ayush/abc/blif/s208.1.blif,2,0,83.0,77,287,872.0,341.0,83.0,77,431,833.0,370.0,0.0,0,-144,0.665893271461717,39.0,1.0468187274909964,-29.0,0.9216216216216216
s208.1.blif,/home/ayush/abc/blif/s208.1.blif,3,0,83.0,77,219,946.0,360.0,83.0,77,431,833.0,370.0,0.0,0,-212,0.5081206496519721,113.0,1.1356542617046819,-10.0,0.972972972972973
s208.blif,/home/ayush/abc/blif/s208.blif,0,0,49.0,45,187,617.0,295.0,49.0,45,187,617.0,295.0,,,,,,,,
s208.blif,/home/ayush/abc/blif/s208.blif,1,0,49.0,45,167,598.0,241.0,49.0,45,187,617.0,295.0,0.0,0,-20,0.893048128342246,-19.0,0.9692058346839546,-54.0,0.8169491525423729
s208.blif,/home/ayush/abc/blif/s208.blif,2,0,49.0,45,151,579.0,241.0,49.0,45,187,617.0,295.0,0.0,0,-36,0.8074866310160428,-38.0,0.9384116693679092,-54.0,0.8169491525423729
s208.blif,/home/ayush/abc/blif/s208.blif,3,0,49.0,45,121,598.0,246.0,49.0,45,187,617.0,295.0,0.0,0,-66,0.6470588235294118,-19.0,0.9692058346839546,-49.0,0.8338983050847457
s27.blif,/home/ayush/abc/blif/s27.blif,0,0,29.0,25,130,302.0,117.0,29.0,25,130,302.0,117.0,,,,,,,,
s27.blif,/home/ayush/abc/blif/s27.blif,1,0,29.0,25,101,398.0,141.0,29.0,25,130,302.0,117.0,0.0,0,-29,0.7769230769230769,96.0,1.3178807947019868,24.0,1.205128205128205
s27.blif,/home/ayush/abc/blif/s27.blif,2,0,29.0,25,92,415.0,145.0,29.0,25,130,302.0,117.0,0.0,0,-38,0.7076923076923077,113.0,1.3741721854304636,28.0,1.2393162393162394
s27.blif,/home/ayush/abc/blif/s27.blif,3,0,29.0,25,76,391.0,136.0,29.0,25,130,302.0,117.0,0.0,0,-54,0.5846153846153846,89.0,1.294701986754967,19.0,1.1623931623931625
s298.blif,/home/ayush/abc/blif/s298.blif,0,0,3194.0,3144,34173,41294.0,20986.0,3194.0,3144,34173,41294.0,20986.0,,,,,,,,
s298.blif,/home/ayush/abc/blif/s298.blif,1,0,3194.0,3144,17674,53953.0,22555.0,3194.0,3144,34173,41294.0,20986.0,0.0,0,-16499,0.5171919351534837,12659.0,1.306557853441178,1569.0,1.0747641284665967
